Iteration,Delta,Xt,Sigma,OracleScaledLoss,OracleRuRms
2916,0.192192733287811,0.510546445846558,0.170745074748993,0.00107376876028693,0.00563015356940286
2940,0.192411378026009,0.511569201946259,0.170899718999863,0.00106325418266069,0.00560153506699249
2964,0.192627117037773,0.512584626674652,0.171051323413849,0.00105290950137689,0.00557323707295674
2988,0.192849591374397,0.513593077659607,0.171201109886169,0.00104268593692452,0.00554513529792639
3013,0.193093508481979,0.514635741710663,0.171355903148651,0.00103214318908854,0.0055160164444212
3037,0.19334189593792,0.515629589557648,0.171503707766533,0.00102210691183339,0.00548816426808373
3061,0.193612709641457,0.516643166542053,0.171652570366859,0.00101187924847263,0.00545964681337474
3085,0.193915262818336,0.517654657363892,0.17180147767067,0.00100160733758792,0.00543087595622497
3109,0.19422222673893,0.518652021884918,0.171948567032814,0.000991522759335429,0.00540248883733578
3133,0.194538995623589,0.519636869430542,0.17209418118,0.000981582838934913,0.00537437305824098
3157,0.194867551326752,0.520612299442291,0.172238528728485,0.000971749086936714,0.00534642365361867
3181,0.195208832621574,0.521579325199127,0.172381639480591,0.000962006201916373,0.00531859974126151
3205,0.195555835962296,0.522538363933563,0.172522082924843,0.000952384484334723,0.00529098639828953
3229,0.195930540561676,0.523485898971558,0.172661826014519,0.000942799348284586,0.00526335533852008
3253,0.196335226297379,0.524424314498901,0.172802850604057,0.000933214804471365,0.00523560292097701
3278,0.196747183799744,0.525399804115295,0.172946065664291,0.000923380814001442,0.00520697404240774
3302,0.197148352861404,0.526331901550293,0.173081994056702,0.000914027454790018,0.0051796060357837
3326,0.197560057044029,0.527257680892944,0.17321702837944,0.000904749166994425,0.00515232582978455
3350,0.197983667254448,0.528180778026581,0.17335119843483,0.000895510361352421,0.00512502919725871
3374,0.198457583785057,0.529122769832611,0.17348600924015,0.000885950931065817,0.00509665858471801
3398,0.198953464627266,0.530060112476349,0.173621475696564,0.000876394611868916,0.0050681574404319
3422,0.199437916278839,0.53098338842392,0.173754900693893,0.000867083943742445,0.00504023786381167
3446,0.199922576546669,0.531894862651825,0.173886939883232,0.000857939884515929,0.00501267597018055
3470,0.200413644313812,0.532796263694763,0.174017667770386,0.000848915781940591,0.00498533859022508
3494,0.200913578271866,0.533688902854919,0.174147322773933,0.000839987762169567,0.00495815744394558
3518,0.201400056481361,0.534574627876282,0.17427296936512,0.000831260008322656,0.00493144177372715
3543,0.20191116631031,0.535468876361847,0.174404054880142,0.000822425028736704,0.00490426784487113
3567,0.20242603123188,0.536314129829407,0.174530044198036,0.000813982723582854,0.00487818406487263
3591,0.202926576137543,0.537167012691498,0.174651101231575,0.000805642138196005,0.00485227222188971
3615,0.203438103199005,0.538038551807404,0.17477086186409,0.000797199911548144,0.00482590886681191
3639,0.203977063298225,0.538917601108551,0.174890697002411,0.000788645880898201,0.00479906802693984
3663,0.204513624310493,0.539785802364349,0.175009459257126,0.000780259153539644,0.00477261556927218
3687,0.205051600933075,0.540640473365784,0.175127431750298,0.00077203430965692,0.00474654365624413
3711,0.205593317747116,0.541484355926514,0.175244376063347,0.000763939341826325,0.00472075632053335
3735,0.206140711903572,0.54231870174408,0.175360441207886,0.000755954409377749,0.00469519505223302
3759,0.206694811582565,0.543144583702087,0.175475895404816,0.000748066161710924,0.00466982065756145
3784,0.207295835018158,0.544020593166351,0.175594940781593,0.000739715686764606,0.00464282347762961
3808,0.207928583025932,0.544873476028442,0.175711140036583,0.000731418539366199,0.00461587691603785
3832,0.208537861704826,0.545712292194366,0.175825193524361,0.000723417230483649,0.0045897447230605
3856,0.209135547280312,0.546533584594727,0.175937846302986,0.000715664211417308,0.00456429143994288
3880,0.209731340408325,0.547340333461761,0.176049098372459,0.000708086809138953,0.0045392912203917
3904,0.210329785943031,0.548134624958038,0.176159277558327,0.000700646452645896,0.00451462458646317
3928,0.210914060473442,0.548918604850769,0.176266551017761,0.000693419003534587,0.00449054025076676
3952,0.211483493447304,0.549670159816742,0.176372691988945,0.000686521296066611,0.0044674491118771
3976,0.212071761488914,0.550402164459229,0.176479667425156,0.000679699675155718,0.00444452252954133
4000,0.212642639875412,0.551144242286682,0.176581814885139,0.000672993213754221,0.00442186221499432
4024,0.213213413953781,0.551887094974518,0.176682695746422,0.000666360628072473,0.00439934585092948
4049,0.213816300034523,0.552674233913422,0.176787227392197,0.000659427269403766,0.00437569380627643
4073,0.214439406991005,0.553461492061615,0.176886975765228,0.000652469743029693,0.00435185004631258
4097,0.215054675936699,0.554235935211182,0.176986113190651,0.000645703650682353,0.00432855005202165
4121,0.215658068656921,0.554986476898193,0.177084222435951,0.000639196613127662,0.00430603951943111
4145,0.21625679731369,0.555719256401062,0.177180975675583,0.000632876386530297,0.00428407892259087
4169,0.216855630278587,0.556437015533447,0.177276834845543,0.000626701938751875,0.00426253389465616
4193,0.217455819249153,0.55714225769043,0.177372097969055,0.00062065312891814,0.00424133921211214
4217,0.218057543039322,0.557836711406708,0.177466839551926,0.000614719458587379,0.00422046215341188
4241,0.218640491366386,0.558521091938019,0.177557751536369,0.000608999056602037,0.00420024342053939
4265,0.219231009483337,0.559174835681915,0.177649781107903,0.000603436263165427,0.00418051802944916
4289,0.219837203621864,0.559805393218994,0.177742540836334,0.000597952510973485,0.00416101170309882
4314,0.220431700348854,0.560480237007141,0.177832275629044,0.000592431787891181,0.00414126584328682
4338,0.220995917916298,0.561127483844757,0.177916720509529,0.000587239265975011,0.00412261630406214
4362,0.221560761332512,0.561771512031555,0.17800061404705,0.000582126555837243,0.00410418433957482
4386,0.222155153751373,0.562460541725159,0.178082808852196,0.00057677681996811,0.00408481362862716
4410,0.22275947034359,0.563142895698547,0.178164750337601,0.000571480716055473,0.00406556786422582
4434,0.223350241780281,0.563796699047089,0.178245916962624,0.000566428173487557,0.00404714278226051
4458,0.223932415246964,0.564428091049194,0.178326010704041,0.000561565787344674,0.00402935141111909
4482,0.224511429667473,0.565041065216064,0.178405314683914,0.000556847921541507,0.00401203376686114
4506,0.22508941590786,0.565639436244965,0.17848414182663,0.000552248442038074,0.00399509809723581
4530,0.225666806101799,0.566225469112396,0.178562551736832,0.000547755451434153,0.00397850384522652
4554,0.226243764162064,0.566800475120544,0.178640589118004,0.000543361889428827,0.00396222811464304
4579,0.226838663220406,0.567395329475403,0.178719773888588,0.000538893459840926,0.0039456191721081
4603,0.227491870522499,0.567969024181366,0.178796544671059,0.000534254070407508,0.00392834462841814
4627,0.228138342499733,0.568535625934601,0.17887344956398,0.000529737353442973,0.00391147129775218
4651,0.228728607296944,0.569097757339478,0.178945153951645,0.000525570019103197,0.00389583461419602
4675,0.229298502206802,0.569641351699829,0.17901448905468,0.000521608149178377,0.00388092498043564
4699,0.229863405227661,0.570165038108826,0.179083064198494,0.000517776667635739,0.00386647227526033
4723,0.23042556643486,0.570675313472748,0.179151222109795,0.000514046462253291,0.00385236848984593
4747,0.23097088932991,0.571184277534485,0.17921744287014,0.00051045478288451,0.00383874784336423
4771,0.231492564082146,0.571691632270813,0.179281622171402,0.000507033629135362,0.00382573498450824
4795,0.232027098536491,0.57219660282135,0.179343983530998,0.000503607654473137,0.0038126764628364
4819,0.232564821839333,0.57268625497818,0.17940428853035,0.000500246834594228,0.00379984209342278
4844,0.2331213504076,0.573181211948395,0.179466247558594,0.000496845900771776,0.00378682965689617
4868,0.233652085065842,0.573641061782837,0.17952524125576,0.000493676047482994,0.00377468001031258
4892,0.234179601073265,0.574087560176849,0.179583668708801,0.000490591972774687,0.00376283926387858
4916,0.23470439016819,0.574521780014038,0.179641574621201,0.00048758696530379,0.00375128347132158
4940,0.235226795077324,0.57494455575943,0.179698929190636,0.000484655597900285,0.0037399933618782
4964,0.235747098922729,0.575364351272583,0.179754301905632,0.000481779277303641,0.0037288943258442
4988,0.236375421285629,0.575774908065796,0.17981193959713,0.000478470837258206,0.00371612570889133
5012,0.23697318136692,0.576179444789886,0.179866999387741,0.000475354356085288,0.00370406933709073
5036,0.237512052059174,0.576580107212067,0.17991703748703,0.00047254519109837,0.00369317152884126
5060,0.238030001521111,0.576959252357483,0.179964572191238,0.000469892519885734,0.00368286617683388
5084,0.238542392849922,0.577320039272308,0.180011451244354,0.000467323153009502,0.0036728742372904
5109,0.23907196521759,0.577684164047241,0.180059656500816,0.000464716072826535,0.00366272377971132
5133,0.239576548337936,0.57802402973175,0.180105313658714,0.000462275333503298,0.0036532100753977
5157,0.240077421069145,0.578354895114899,0.180150270462036,0.000459892823706994,0.00364391328727174
5181,0.240550801157951,0.578699052333832,0.180191993713379,0.000457645219436295,0.00363512450129572
5205,0.241012379527092,0.579038739204407,0.180234611034393,0.000455488926347676,0.00362668692590993
5229,0.241482272744179,0.579361319541931,0.180272921919823,0.000453331959914636,0.0036182371666431
5253,0.241952642798424,0.5796719789505,0.18030908703804,0.000451207569745751,0.00360990699548406
5277,0.242418065667152,0.579968690872192,0.180344328284264,0.000449141200467847,0.00360179870753344
5301,0.242878302931786,0.58024936914444,0.18037885427475,0.000447133075135406,0.00359391438958476
5325,0.243333905935287,0.580516874790192,0.180412545800209,0.00044517645447294,0.00358622733351837
5350,0.24380449950695,0.580782771110535,0.180446788668633,0.000443186418157395,0.00357840383563288
5374,0.244259312748909,0.581036627292633,0.180478677153587,0.000441287084645077,0.00357093009753581
5398,0.244814619421959,0.581291437149048,0.180511176586151,0.000439005202247746,0.00356193933893087
5422,0.245336443185806,0.58154284954071,0.180540651082993,0.000436883379933284,0.00355356853144471
5446,0.245806649327278,0.581778526306152,0.180565997958183,0.000434990770893627,0.00354609351250678
5470,0.246258825063705,0.581985175609589,0.180589109659195,0.000433195636081035,0.00353899790646049
5494,0.246705174446106,0.582175493240356,0.180611357092857,0.000431446111998632,0.0035320776997938
5518,0.247146725654602,0.582356929779053,0.180632680654526,0.000429734515419549,0.00352530212560817
5542,0.247583791613579,0.582530677318573,0.180653020739555,0.000428058048753746,0.00351866019170533
5566,0.248016685247421,0.582696676254272,0.180672347545624,0.000426414368898322,0.0035121427645956
5590,0.24844092130661,0.582858681678772,0.180689603090286,0.000424816187185989,0.00350579887853313
5615,0.248863816261292,0.583113491535187,0.180708363652229,0.000423238490695913,0.00349953846005079
5639,0.249265089631081,0.583266198635101,0.180726781487465,0.000421767523505046,0.00349369899097739
5663,0.24966324865818,0.58341109752655,0.180741235613823,0.000420312202434569,0.00348791131171198
5687,0.25005829334259,0.583545804023743,0.180754065513611,0.000418878373178321,0.00348220300986587
5711,0.250470012426376,0.583682298660278,0.180765941739082,0.000417394578249269,0.00347628974739635
5735,0.250951051712036,0.583825469017029,0.18077851831913,0.00041567535236564,0.00346943064351263
5759,0.251380056142807,0.583973348140717,0.180785819888115,0.000414149009879769,0.00346333171979363
5783,0.251777529716492,0.584086000919342,0.180790275335312,0.000412740120695493,0.00345769200047234
5807,0.252165257930756,0.584167659282684,0.180793255567551,0.000411370931072033,0.00345220197697053
5831,0.252547740936279,0.584238111972809,0.180795058608055,0.000410026989002723,0.00344680628308825
5855,0.252925455570221,0.584301888942719,0.180795520544052,0.000408705940046516,0.00344149569813328
5880,0.253314316272736,0.584362387657166,0.180794611573219,0.000407352148184886,0.00343604641005091
5904,0.253703474998474,0.584465742111206,0.180791705846786,0.000406009470827441,0.00343064081972555
5928,0.254195034503937,0.584678113460541,0.180786177515984,0.000404341778024762,0.00342393358297098
5952,0.254636943340302,0.584849298000336,0.180777177214622,0.000402846328471093,0.00341790545844168
5976,0.255032807588577,0.584933340549469,0.18076528608799,0.000401492359685228,0.00341242303927377
6000,0.255398482084274,0.584948003292084,0.18075430393219,0.000400235990125761,0.00340731969209246
